Country/Territory,1970,1980,1990,2000,2010,2015,2020,2022
Saint Kitts and Nevis,0.000044968,0.000043097,0.000040636,0.000045461,0.000047403,0.00004779,0.000047642,0.000047657
Turks and Caicos Islands,0.000005665,0.000007598,0.000011709,0.000018744,0.000029726,0.000036538,0.000044276,0.000045703
American Samoa,0.000027075,0.000032886,0.000047818,0.00005823,0.000054849,0.000051368,0.000046189,0.000044273
Sint Maarten,0.00000626,0.000012243,0.000027845,0.000030489,0.000033034,0.000040205,0.000043621,0.000044175
Marshall Islands,0.000023969,0.000031988,0.000046047,0.000054224,0.000053416,0.00004941,0.000043413,0.000041569
Liechtenstein,0.000021089,0.000025003,0.000028765,0.000033026,0.000035926,0.000037355,0.000038756,0.000039327
Monaco,0.00002427,0.000027076,0.000030329,0.000032465,0.000033178,0.00003676,0.000036922,0.000036469
San Marino,0.000018169,0.000021346,0.000023132,0.000026823,0.000031608,0.00003357,0.000034007,0.00003366
Gibraltar,0.000026685,0.000028734,0.000027317,0.000027741,0.000031262,0.00003252,0.000032709,0.000032649
Saint Martin,0.000005802,0.000007776,0.000028127,0.00002961,0.000036458,0.00003502,0.000032552,0.000031791
British Virgin Islands,0.000009581,0.000011109,0.000015617,0.000020104,0.000027556,0.000029366,0.00003091,0.000031305
Palau,0.000011366,0.000012252,0.000015293,0.000019726,0.00001854,0.000017794,0.000017972,0.000018055
Cook Islands,0.00002047,0.000017651,0.000017123,0.000015897,0.000017212,0.000017695,0.000017029,0.000017011
Anguilla,0.000006283,0.00000656,0.000008316,0.000011047,0.000013172,0.000014525,0.000015585,0.000015857
Nauru,0.000006663,0.000007635,0.000009598,0.000010377,0.000010241,0.000011185,0.000012315,0.000012668
Wallis and Futuna,0.000009377,0.000011315,0.000013454,0.000014723,0.000013142,0.000012182,0.000011655,0.000011572
Tuvalu,0.000005814,0.000007731,0.000009182,0.000009638,0.00001055,0.000010877,0.000011069,0.000011312
Saint Barthelemy,0.000002417,0.000002983,0.000005168,0.000007082,0.000008988,0.000009643,0.000010681,0.000010967
Saint Pierre and Miquelon,0.000005537,0.000006106,0.000006324,0.000006274,0.000006052,0.000005978,0.000005906,0.000005862
Montserrat,0.000011402,0.000011452,0.000010805,0.000005138,0.000004938,0.000005059,0.0000045,0.00000439
Falkland Islands,0.000002274,0.00000224,0.000002332,0.00000308,0.000003187,0.000003408,0.000003747,0.00000378
Niue,0.000005185,0.000003637,0.000002533,0.000002074,0.000001812,0.000001847,0.000001942,0.000001934
Tokelau,0.000001714,0.000001647,0.000001669,0.000001666,0.000001367,0.000001454,0.000001827,0.000001871
Vatican City,0.000000752,0.000000733,0.0000007,0.000000651,0.000000596,0.000000564,0.00000052,0.00000051
